degree,Diff_X,Diff_Y,label
26.054118709820543,-59.344940185546875,116.23231887817383,1
23.757773882888124,56.95843696594238,124.9991226196289,1
37.78232753104656,61.28079414367676,69.86231803894043,1
15.870625356017662,-39.68955039978027,137.67974853515625,1
10.653582753683896,37.9669189453125,200.62814712524414,1
10.08138198690662,34.1400146484375,191.0016918182373,1
2.9390977427091514,8.599777221679688,167.42629051208496,1
31.582356684369262,92.79809951782227,140.46624183654785,1
6.273371257470857,-18.329591751098633,166.40082836151123,1
17.003772441298054,-23.417015075683594,75.35096168518066,1
10.454257366481109,-19.02191162109375,102.50174045562744,1
16.08049974577174,28.503761291503906,97.47867107391357,1
48.53573864420052,176.06943130493164,110.4543685913086,1
30.17271851070378,60.85648536682129,-98.23983192443848,1
7.174450603916664,17.305335998535156,137.1141529083252,1
15.812977349881395,38.091325759887695,132.6573085784912,1
13.427813596406665,30.275745391845703,125.58722019195557,1
3.4451373013285154,8.708934783935547,144.57547187805176,1
17.278199019252334,29.3599796295166,92.82743453979492,1
50.66042581886005,125.10316848754883,66.09297752380371,1
17.56376511793811,52.18311309814453,162.0340347290039,1
5.5864488914644275,12.940502166748047,132.08810806274414,1
6.387915226184087,-14.63226318359375,130.42442321777344,1
40.659822099316145,132.10932731628418,131.1615514755249,1
51.8010511308392,37.77111053466797,17.852554321289062,1
15.453010470894188,24.897279739379883,88.8918399810791,1
48.078367838614184,26.487274169921875,-17.169556617736816,1
55.565839007390814,63.06535720825195,-15.858850479125977,1
3.2745406730164683,9.319896697998047,162.80694007873535,1
6.721680929814231,-14.373359680175781,121.67285442352295,1
1.835067266408672,3.9573287963867188,123.49515438079834,1
43.80815471505313,48.3901309967041,40.78999042510986,1
46.381256245755964,47.36393928527832,34.35175895690918,1
6.565816715224258,18.10882568359375,156.98338508605957,1
13.226113607689475,-31.605548858642578,133.2180118560791,1
2.129880427852602,5.398826599121094,145.13311386108398,1
34.834167917226196,-61.78427696228027,80.68511009216309,1
32.195406351379276,56.808481216430664,83.62757205963135,1
34.969664775022295,-75.37353515625,97.82582759857178,1
16.964671018624717,-42.67711639404297,137.67291069030762,1
41.742661979762175,64.76852416992188,60.89680194854736,1
57.15934921895724,43.372812271118164,2.998495101928711,1
50.23711177194579,9.622526168823242,-5.277113914489746,1
55.612279221777555,69.97843980789185,-17.348527908325195,1
1.7996116278682985,-1.344900131225586,-42.7976131439209,1
4.974365653731994,-19.416627883911133,222.80030250549316,1
4.42522266896735,-17.16172218322754,221.53847694396973,1
26.45834713826567,-74.40239906311035,142.91125774383545,1
26.265259626809378,-73.0854320526123,141.69207572937012,1
45.34451832817789,137.50051021575928,106.20509147644043,1
54.87095348822019,213.64871978759766,64.21405792236328,1
56.93630942665958,180.41357040405273,20.30510902404785,1
8.655770430918725,-23.381013870239258,152.99137115478516,1
10.12483074093091,-26.23188018798828,146.10843658447266,1
